Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
121627999,2,MANHATTAN,"$18,300.00",$409.20,0,0,0,0,0,0,0,0
121634838,1,MANHATTAN,"$464,000.00","$4,992.70",0,0,0,0,42,42,685,685
121636319,1,MANHATTAN,"$21,600.00",$440.10,0,0,0,0,5,5,58,58
121234798,3,MANHATTAN,"$515,000.00","$5,518.00",0,0,0,0,0,0,0,0
121636863,1,MANHATTAN,"$6,558.00",$285.60,0,0,0,0,15,15,134,134
121636872,1,MANHATTAN,"$32,488.00",$553.40,0,0,0,0,19,19,195,195
121636854,1,MANHATTAN,"$62,746.00",$862.40,0,0,0,0,19,19,195,195
121631957,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,150,150
320730651,1,BROOKLYN,"$30,000.00",$492.50,0,0,0,0,12,12,168,168
121636792,1,MANHATTAN,"$36,000.00",$639.30,4873,4873,0,0,5,5,54,54
420852946,1,QUEENS,$0.00,$160.00,0,0,0,0,2,2,17,17
220270285,1,BRONX,$0.00,$400.00,0,0,0,50,0,0,0,0
320763205,1,BROOKLYN,"$35,000.00",$284.50,0,0,0,0,2,2,23,23
220270276,1,BRONX,"$398,615.00","$4,323.20",0,0,0,0,1,1,35,35
320730606,1,BROOKLYN,"$30,000.00",$492.50,0,0,0,0,6,6,59,59
121630734,1,MANHATTAN,"$48,000.00",$707.90,0,0,0,0,15,15,183,183
121630743,1,MANHATTAN,"$13,000.00",$347.40,0,0,0,0,24,24,275,275
220270249,1,BRONX,"$3,000.00",$225.00,0,0,0,0,1,1,20,20
320863179,1,BROOKLYN,"$100,000.00","$1,985.10",3646,5556,1910,0,1,2,12,22
420851536,1,QUEENS,"$14,220.00",$341.50,0,0,0,0,2,2,25,25
121637309,1,MANHATTAN,"$322,500.00","$3,700.40",0,0,0,0,28,28,260,260
320863801,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,35,35
420852973,1,QUEENS,"$30,000.00",$258.75,0,0,0,0,2,2,23,23
420852786,1,QUEENS,"$5,000.00",$170.00,1980,1980,0,0,3,3,25,25
320864702,1,BROOKLYN,"$10,780.00",$160.90,0,0,0,0,3,3,27,27
320864686,1,BROOKLYN,"$103,810.00","$1,284.70",0,0,0,0,33,33,340,340
121635597,3,MANHATTAN,"$162,041.00","$1,892.40",0,0,0,0,0,0,0,0
320590106,1,BROOKLYN,$0.00,$202.00,0,0,0,0,0,0,0,0
120627759,1,MANHATTAN,"$76,000.00",$996.30,0,0,0,0,41,41,542,542
121637309,3,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,0,0,0,0
220292029,1,BRONX,"$9,000.00",$150.60,0,0,0,0,2,2,30,30
121637265,2,MANHATTAN,"$31,000.00",$532.80,0,0,0,0,0,0,0,0
220292065,1,BRONX,"$228,720.00","$1,483.60",3189,3145,0,0,3,3,33,34
121636738,1,MANHATTAN,"$66,000.00",$893.30,0,0,0,0,20,20,250,250
121637185,1,MANHATTAN,"$664,000.00","$3,739.69",3520,3652,132,0,4,4,40,47
121637309,2,MANHATTAN,"$161,000.00","$1,871.80",0,0,0,0,0,0,0,0
220292038,1,BRONX,"$19,000.00",$202.10,0,0,0,0,2,2,30,30
320864775,1,BROOKLYN,$0.00,$160.00,0,0,0,0,4,4,45,45
440086443,1,QUEENS,$0.00,$190.00,0,0,0,0,2,2,40,40
121636729,1,MANHATTAN,"$66,000.00",$893.30,0,0,0,0,20,20,250,250
121623323,1,MANHATTAN,"$302,180.00","$3,334.40",0,0,0,0,37,37,407,407
420853231,1,QUEENS,"$31,800.00",$543.10,0,0,0,0,2,2,26,26
121637023,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,6,6,78,78
121636685,2,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,0,0,0,0
121636701,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,20,20,250,250
440086461,1,QUEENS,"$9,600.00",$476.50,0,0,0,0,2,2,40,40
121637176,1,MANHATTAN,"$600,000.00","$6,393.50",0,0,0,0,13,13,140,140
140094065,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,1,1,60,60
420851652,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,14,14,140,140
120846317,1,MANHATTAN,"$7,000.00",$285.60,0,0,0,0,17,17,225,225
320863918,1,BROOKLYN,$0.00,$250.00,0,0,0,0,0,0,0,0
220270187,1,BRONX,"$5,000.00",$265.00,0,0,0,0,12,12,108,108
121630191,1,MANHATTAN,"$3,500.00",$245.00,0,0,0,0,37,37,407,407
121636578,1,MANHATTAN,"$3,222,565.00","$33,410.40",0,0,0,0,38,38,450,450
220270212,1,BRONX,"$32,000.00",$543.10,0,0,0,0,1,1,23,23
120846987,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,28,28,260,260
440086452,1,QUEENS,"$15,000.00",$181.50,0,0,0,0,2,2,28,28
121636685,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,20,20,250,250
520142685,1,STATEN ISLAND,"$80,000.00","$1,092.50",2446,2415,0,0,2,2,21,21
121636710,1,MANHATTAN,"$66,000.00",$893.30,0,0,0,0,20,20,250,250
320864864,1,BROOKLYN,"$13,600.00",$357.70,0,0,0,0,3,3,30,30
121623323,2,MANHATTAN,"$19,480.00",$419.50,0,0,0,0,0,0,0,0
420852688,1,QUEENS,"$22,500.00",$450.40,0,0,0,0,2,2,42,42
420818547,1,QUEENS,"$19,800.00",$419.50,0,0,0,0,3,3,100,100
520144638,1,STATEN ISLAND,$0.00,$320.00,0,0,0,40,0,0,0,0
320864766,1,BROOKLYN,$0.00,$170.00,0,0,0,0,4,4,45,45
220292056,1,BRONX,$0.00,$654.00,0,0,0,95,2,0,28,0
121637176,2,MANHATTAN,"$400,000.00","$4,333.50",0,0,0,0,0,0,0,0
420604974,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,23,23,288,288
121637586,1,MANHATTAN,"$33,000.00",$553.40,0,0,0,0,15,15,150,150
420852697,1,QUEENS,$0.00,$420.00,0,0,0,40,2,0,24,0
320727273,1,BROOKLYN,"$65,900.00",$893.30,0,0,0,0,3,3,38,38
121636676,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,4,4,45,45
340066528,1,BROOKLYN,"$10,200.00",$326.80,0,0,0,0,2,2,22,22
121637577,2,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,0,0,0,0
320725890,3,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
320725907,4,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121636676,2,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
121632894,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,17,17,211,211
121636765,1,MANHATTAN,"$308,201.00","$3,396.20",0,0,0,0,35,35,350,350
140083978,1,MANHATTAN,"$44,600.00",$677.00,0,0,0,0,6,6,75,75
121637577,1,MANHATTAN,"$36,000.00",$584.30,0,0,0,0,6,6,74,74
320864695,1,BROOKLYN,"$10,000.00",$387.75,2424,3166,1600,0,2,2,25,26
121637390,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,65,65
121637274,2,MANHATTAN,"$55,400.00",$790.30,0,0,0,0,0,0,0,0
440086595,1,QUEENS,"$73,000.00",$965.40,0,0,0,0,1,1,19,19
420853124,1,QUEENS,"$7,000.00",$140.30,0,0,0,0,1,1,27,27
121635828,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,13,13,120,120
320743380,1,BROOKLYN,"$45,000.00",$677.00,0,0,0,0,3,3,32,32
140084469,1,MANHATTAN,"$38,000.00",$604.90,0,0,0,0,5,5,60,60
420852660,1,QUEENS,$0.00,$446.00,0,0,0,110,1,0,15,0
320863641,1,BROOKLYN,"$221,300.00","$2,500.10",0,0,0,0,3,3,36,36
420850555,1,QUEENS,$200.00,$225.00,0,0,0,0,3,3,33,33
121638692,1,MANHATTAN,$0.00,$160.00,0,0,0,0,8,8,85,85
121637960,1,MANHATTAN,"$82,000.00","$1,058.10",0,0,0,0,15,15,150,150
121638825,1,MANHATTAN,"$143,000.00","$1,686.40",0,0,0,0,54,54,738,738
120845942,1,MANHATTAN,"$2,400.00",$225.00,0,0,0,0,44,44,749,749
121627917,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,44,44,749,749
121638674,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,18,18,180,180
320864882,1,BROOKLYN,$0.00,"$8,472.14",0,25715,0,0,0,7,0,70
420853525,1,QUEENS,"$20,000.00",$474.50,2000,2000,0,0,2,2,25,25
220292074,1,BRONX,"$20,000.00",$549.50,0,0,0,0,4,4,40,40
121604889,1,MANHATTAN,"$58,500.00",$821.20,0,0,0,0,5,5,60,60
520142729,1,STATEN ISLAND,"$6,000.00",$275.30,0,0,0,0,1,1,18,18
320761341,1,BROOKLYN,"$2,500.00",$225.00,0,0,0,0,1,1,11,11
440086719,1,QUEENS,"$110,000.00","$1,346.50",0,0,0,0,3,3,20,20
121638460,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,6,6,70,70
121638629,1,MANHATTAN,"$933,000.00","$9,823.40",0,0,0,0,8,8,90,90
121637960,2,MANHATTAN,"$110,000.00","$1,346.50",0,0,0,0,0,0,0,0
121638825,2,MANHATTAN,"$183,000.00","$2,098.40",0,0,0,0,0,0,0,0
121627711,1,MANHATTAN,"$325,000.00","$3,561.00",0,0,0,0,54,54,750,750
121639049,1,MANHATTAN,"$53,200.00",$769.70,0,0,0,0,12,12,107,107
440086773,1,QUEENS,$0.00,$260.00,0,0,0,0,6,6,65,65
121636541,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,20,20,208,208
121628131,2,MANHATTAN,"$7,700.00",$295.90,0,0,0,0,0,0,0,0
140084487,1,MANHATTAN,"$36,500.00",$594.60,0,0,0,0,6,6,60,60
121638816,1,MANHATTAN,$0.00,$180.00,0,0,0,0,17,17,210,210
121638781,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,210,210
121638647,1,MANHATTAN,$0.00,$220.00,0,0,0,0,14,14,150,150
121598869,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,4,4,41,41
320864249,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,1,1,18,18
320864392,1,BROOKLYN,"$14,400.00",$181.50,0,0,0,0,3,3,30,30
320864178,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,5,5,49,49
320743399,1,BROOKLYN,"$44,000.00",$826.70,0,0,0,0,3,3,35,35
420842271,1,QUEENS,$0.00,$320.00,0,0,0,40,0,0,0,0
140084478,1,MANHATTAN,"$106,633.00","$1,315.60",0,0,0,0,19,19,190,190
220270427,1,BRONX,"$9,000.00",$306.20,0,0,0,0,4,4,40,40
520133882,1,STATEN ISLAND,"$32,373.00",$274.20,0,0,0,0,2,2,24,24
121638727,1,MANHATTAN,$0.00,$230.00,0,0,0,0,8,8,85,85
121638718,1,MANHATTAN,"$5,000.00",$435.00,0,0,0,0,5,5,48,48
121638914,1,MANHATTAN,"$33,000.00",$553.40,0,0,0,0,6,6,60,60
140084432,1,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,22,22,220,220
121603513,1,MANHATTAN,"$29,000.00",$512.20,0,0,0,0,19,19,176,176
420853115,1,QUEENS,"$7,000.00",$140.30,0,0,0,0,1,1,27,27
420853259,1,QUEENS,"$8,000.00",$295.90,0,0,0,0,12,12,120,120
340066877,1,BROOKLYN,"$75,000.00",$986.00,0,0,0,0,6,6,60,60
420853240,1,QUEENS,"$10,000.00",$316.50,0,0,0,0,6,6,59,59
220270392,1,BRONX,"$35,400.00",$584.30,0,0,0,0,3,3,35,35
121638371,1,MANHATTAN,"$170,000.00","$1,964.50",0,0,0,0,6,6,60,60
420853179,1,QUEENS,"$42,060.00",$656.40,0,0,0,0,6,6,60,60
121638530,2,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,0,0,0,0
320864169,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,1,1,15,15
121638497,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
420851386,1,QUEENS,$0.00,"$2,784.00",0,0,0,348,0,0,0,0
121629522,1,MANHATTAN,"$69,270.00",$934.50,0,0,0,0,6,6,66,66
420852713,1,QUEENS,"$18,220.00",$202.10,0,0,0,0,2,2,25,25
320864383,1,BROOKLYN,"$75,000.00",$490.50,0,0,0,0,3,3,30,30
320864070,1,BROOKLYN,"$45,000.00",$677.00,0,0,0,0,7,7,63,63
121628257,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,38,38,543,543
121638905,1,MANHATTAN,"$82,500.00","$1,068.40",0,0,0,0,48,48,563,563
140084496,1,MANHATTAN,$0.00,$250.00,0,0,0,0,32,32,297,297
121638772,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,210,210
121638790,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,210,210
121640377,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,54,54,738,738
121627695,1,MANHATTAN,"$7,500.00",$295.90,0,0,0,0,38,38,556,556
420853632,1,QUEENS,"$40,000.00",$625.50,0,0,0,0,4,4,35,35
420853133,1,QUEENS,"$71,500.00",$955.10,0,0,0,0,2,2,25,25
320864098,1,BROOKLYN,"$50,000.00",$888.50,0,0,0,0,12,12,160,160
121637979,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,24,24,410,410
420853455,1,QUEENS,"$26,600.00",$443.30,2234,2234,0,0,2,2,25,25
121638665,1,MANHATTAN,$0.00,$170.00,0,0,0,0,6,6,65,65
121634482,1,MANHATTAN,"$250,000.00","$2,788.50",0,0,0,0,15,15,140,140
220270436,1,BRONX,"$300,000.00","$3,303.50",0,0,0,0,6,6,72,72
320864052,1,BROOKLYN,"$20,000.00",$247.25,2210,2387,0,0,2,2,34,34
320864043,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,20,20,176,176
121627720,1,MANHATTAN,"$1,836,000.00","$19,124.30",0,0,0,0,38,38,556,556
420852820,1,QUEENS,$0.00,$100.00,0,644121,0,0,0,1,0,12
420852839,1,QUEENS,$0.00,$100.00,0,644121,0,0,0,1,0,12
140084511,1,MANHATTAN,"$22,500.00",$450.40,0,0,0,0,7,7,60,60
420853712,1,QUEENS,$0.00,$572.30,0,2421,0,0,0,1,0,22
121638807,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,210,210
121638638,1,MANHATTAN,$0.00,$180.00,0,0,0,0,8,8,85,85
140084557,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,65,65
121627891,1,MANHATTAN,"$225,000.00","$2,531.00",0,0,0,0,54,54,750,750
420853623,1,QUEENS,"$20,000.00",$419.50,0,0,0,0,1,1,21,21
121638870,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,31,31,235,235
420852991,1,QUEENS,$0.00,$100.00,0,304,0,0,0,1,0,16
420853570,1,QUEENS,"$80,000.00","$1,076.25",900,2968,3000,0,2,2,20,26
121638932,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,40,40
121638629,2,MANHATTAN,"$451,000.00","$4,858.80",0,0,0,0,0,0,0,0
121638889,1,MANHATTAN,"$76,000.00",$996.30,0,0,0,0,57,57,600,600
420853268,1,QUEENS,"$117,500.00","$1,428.90",0,0,0,0,3,3,31,31
121638754,1,MANHATTAN,"$8,500.00",$306.20,0,0,0,0,5,5,51,51
320717060,1,BROOKLYN,$0.00,$420.00,0,0,0,100,1,0,29,0
121627935,1,MANHATTAN,"$50,000.00",$698.50,0,0,0,0,48,48,550,550
121639138,1,MANHATTAN,"$375,000.00","$4,236.00",0,0,0,0,3,3,30,30
121639030,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,5,5,50,50
520142195,1,STATEN ISLAND,$0.00,$800.00,0,0,0,100,0,0,0,0
140084673,1,MANHATTAN,$0.00,$130.00,0,0,0,0,6,6,60,60
440086862,1,QUEENS,"$35,000.00",$574.00,0,0,0,0,7,7,85,85
121638656,1,MANHATTAN,$0.00,$170.00,0,0,0,0,6,6,65,65
320864711,1,BROOKLYN,"$4,000.00",$245.00,0,0,0,0,3,3,35,35
420852848,1,QUEENS,$0.00,$125.84,0,644121,0,0,0,1,0,12
121627908,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,44,44,749,749
121627739,1,MANHATTAN,"$8,500.00",$306.20,0,0,0,0,38,38,556,556
220270445,2,BRONX,"$100,000.00","$1,243.50",0,0,0,0,0,0,0,0
121638996,1,MANHATTAN,"$73,000.00",$935.40,0,0,0,0,17,17,170,170
121627720,2,MANHATTAN,"$51,000.00",$738.80,0,0,0,0,0,0,0,0
420853482,1,QUEENS,"$105,000.00","$1,295.00",0,0,0,0,3,3,31,31
121638736,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,4,4,48,48
420853026,1,QUEENS,$0.00,$160.00,0,0,0,0,9,9,80,80
220270445,1,BRONX,"$300,000.00","$3,303.50",0,0,0,0,6,6,72,72
320864089,1,BROOKLYN,"$2,000.00",$225.00,0,0,0,0,5,5,50,50
320864025,1,BROOKLYN,"$35,000.00",$574.00,0,0,0,0,3,3,35,35
121627720,3,MANHATTAN,"$163,500.00","$1,902.70",0,0,0,0,0,0,0,0
121638567,1,MANHATTAN,"$24,000.00",$460.70,0,0,0,0,7,7,70,70
121639138,3,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,0,0,0,0
420836091,1,QUEENS,$0.00,$420.00,0,0,0,20,1,0,15,0
121638969,1,MANHATTAN,"$3,500,000.00","$36,263.50",0,0,0,0,31,31,278,278
440086782,1,QUEENS,"$5,000.00",$265.00,0,0,0,0,3,3,36,36
121630468,1,MANHATTAN,"$850,000.00","$8,968.50",0,0,0,0,48,48,454,454
121639272,1,MANHATTAN,"$171,145.00","$1,985.10",0,0,0,0,1,1,13,13
121638745,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,6,6,72,72
320863990,1,BROOKLYN,"$8,500.00",$150.60,0,0,0,0,2,2,24,24
121639129,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,4,4,57,57
121627793,1,MANHATTAN,"$50,000.00",$698.50,0,0,0,0,48,48,550,550
140084548,1,MANHATTAN,"$100,000.00","$1,448.50",0,0,0,0,11,11,110,110
420846972,1,QUEENS,"$30,000.00",$522.50,0,0,0,0,3,3,34,34
320864034,1,BROOKLYN,$0.00,$195.00,0,0,0,20,0,0,0,0
220270463,1,BRONX,$0.00,$420.00,0,0,0,12,1,0,12,0
220270436,2,BRONX,"$100,000.00","$1,243.50",0,0,0,0,0,0,0,0
420853641,1,QUEENS,"$288,466.00","$3,190.20",0,0,0,0,6,6,60,60
420837250,1,QUEENS,$0.00,$260.00,0,0,0,57,1,0,10,0
121638923,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,45,45
520142177,1,STATEN ISLAND,$0.00,$600.00,0,0,0,75,0,0,0,0
420607917,1,QUEENS,"$433,700.00","$6,940.48",3528,7527,7853,0,2,4,25,48
520142186,1,STATEN ISLAND,$0.00,"$1,256.00",0,0,0,157,0,0,0,0
121639307,1,MANHATTAN,$0.00,$160.00,0,0,0,0,12,12,150,150
420853044,1,QUEENS,"$75,000.00",$986.00,0,0,0,0,1,1,25,25
140084637,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,35,35
420842075,1,QUEENS,"$510,000.00","$5,626.50",0,0,0,0,1,1,18,18
402890957,2,QUEENS,"$165,000.00","$1,913.00",0,0,0,0,0,0,0,0
440086835,1,QUEENS,$0.00,$170.00,0,0,0,0,1,1,45,45
140084708,1,MANHATTAN,"$43,650.00",$666.70,0,0,0,0,6,6,71,71
121638950,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,31,31,330,330
320864007,1,BROOKLYN,"$54,000.00",$929.70,0,0,0,0,7,7,75,75
420826253,2,QUEENS,"$16,125.00",$388.60,0,0,0,0,0,0,0,0
520142202,1,STATEN ISLAND,$0.00,$480.00,0,0,0,60,0,0,0,0
340067037,1,BROOKLYN,"$99,125.00","$1,243.50",0,0,0,0,2,2,25,25
420853561,1,QUEENS,$0.00,$100.00,0,0,0,0,0,0,0,0
402890957,1,QUEENS,"$500,000.00","$5,363.50",0,0,0,0,5,5,76,76
340066966,1,BROOKLYN,"$76,000.00",$996.30,0,0,0,0,1,1,13,13
121625358,1,MANHATTAN,"$119,340.00","$1,449.50",0,0,0,0,5,5,60,60
121634669,1,MANHATTAN,"$9,080.00",$316.50,0,0,0,0,6,6,60,60
140084584,1,MANHATTAN,$0.00,$200.00,0,0,0,0,12,12,145,145
402890957,4,QUEENS,"$332,500.00","$3,643.40",0,0,0,0,0,0,0,0
340066984,1,BROOKLYN,"$76,000.00",$996.30,0,0,0,0,1,1,13,13
140084646,1,MANHATTAN,$0.00,$170.00,0,0,0,0,3,3,35,35
140084682,1,MANHATTAN,"$43,650.00",$666.70,0,0,0,0,6,6,71,71
121639147,1,MANHATTAN,$100.00,$195.00,0,0,0,0,11,11,119,119
420852330,1,QUEENS,$0.00,$260.00,0,0,0,40,2,0,26,0
420852483,1,QUEENS,$0.00,$100.00,0,0,0,0,0,0,0,0
402890957,3,QUEENS,"$660,500.00","$7,021.80",0,0,0,0,0,0,0,0
240027261,1,BRONX,$0.00,$160.00,0,0,0,0,7,7,61,61
140084664,1,MANHATTAN,$0.00,$160.00,0,0,0,0,19,19,200,200
140084691,1,MANHATTAN,"$43,650.00",$666.70,0,0,0,0,6,6,71,71
420853589,1,QUEENS,"$19,000.00",$379.20,0,0,0,0,5,5,50,50
420853507,1,QUEENS,$0.00,"$1,792.00",0,0,0,224,0,0,0,0
440086808,1,QUEENS,"$10,000.00",$316.50,0,0,0,0,3,3,36,36
140084628,1,MANHATTAN,$0.00,$260.00,0,0,0,0,2,2,40,40
420852535,1,QUEENS,"$15,000.00",$221.50,1487,1487,0,0,2,2,21,21
140084655,1,MANHATTAN,"$7,000,000.00","$72,313.50",0,0,0,0,38,38,397,397
440086657,1,QUEENS,"$15,000.00",$368.00,0,0,0,0,1,1,18,18
121636195,1,MANHATTAN,$0.00,$180.00,0,0,0,0,8,8,85,85
121625697,2,MANHATTAN,"$51,100.00",$749.10,0,0,0,0,0,0,0,0
121637700,1,MANHATTAN,"$17,000.00",$388.60,0,0,0,0,16,16,165,165
320743665,1,BROOKLYN,"$30,000.00",$522.50,0,0,0,0,4,4,51,51
121634455,1,MANHATTAN,$0.00,$160.00,0,0,0,0,13,13,130,130
121638344,1,MANHATTAN,$0.00,$200.00,0,0,0,25,0,0,0,0
320864445,1,BROOKLYN,"$25,000.00",$233.00,0,0,0,0,6,6,62,62
121624698,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
121635392,1,MANHATTAN,"$9,000.00",$361.20,2000,1,0,0,1,1,6,6
121636202,1,MANHATTAN,$0.00,$160.00,0,0,0,0,19,19,190,190
320864533,1,BROOKLYN,$0.00,$160.00,0,0,0,20,0,0,0,0
121637693,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,22,22,300,300
121629014,1,MANHATTAN,"$16,000.00",$378.30,0,0,0,0,48,48,518,518
121637728,1,MANHATTAN,"$57,000.00",$800.60,0,0,0,0,12,12,130,130
420849443,1,QUEENS,"$600,000.00","$6,393.50",0,0,0,0,6,6,65,65
121628514,1,MANHATTAN,"$214,500.00","$2,428.00",0,0,0,0,38,38,543,543
440086693,1,QUEENS,"$15,000.00",$368.00,0,0,0,0,1,1,15,15
121417216,1,MANHATTAN,$0.00,$170.00,0,0,0,0,15,15,150,150
121511649,1,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,30,30,299,299
320864365,1,BROOKLYN,"$121,745.00","$1,470.10",0,0,0,0,2,2,28,28
121628131,1,MANHATTAN,"$150,000.00","$1,758.50",0,0,0,0,38,38,543,543
121634080,1,MANHATTAN,"$169,000.00","$1,954.20",0,0,0,0,7,7,85,85
320864524,1,BROOKLYN,"$11,800.00",$337.10,0,0,0,0,2,2,28,28
121627383,1,MANHATTAN,"$171,532.00","$1,985.10",0,0,0,0,37,37,320,320
320864374,4,BROOKLYN,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
121635383,1,MANHATTAN,$0.00,$190.00,0,0,0,0,0,0,0,0
320743825,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,3,3,25,25
220289435,1,BRONX,$0.00,$160.00,0,0,0,0,7,7,70,70
121619016,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,15,15,150,150
121637782,1,MANHATTAN,"$39,000.00",$615.20,0,0,0,0,5,5,55,55
121636355,1,MANHATTAN,"$52,560.00",$759.40,0,0,0,0,5,5,55,55
121689253,1,MANHATTAN,"$8,500.00",$306.20,0,0,0,0,4,4,40,40
140084398,1,MANHATTAN,"$395,000.00","$4,282.00",0,0,0,0,23,23,292,292
121629657,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,5,5,57,57
220270356,1,BRONX,"$3,000.00",$225.00,0,0,0,0,1,1,15,15
420838053,1,QUEENS,$0.00,$200.00,0,0,0,0,0,0,0,0
121620031,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,11,11,150,150
320514788,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121625697,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,13,13,163,163
420853099,1,QUEENS,$0.00,$200.00,0,0,0,0,5,5,55,55
220285340,1,BRONX,$0.00,$160.00,0,0,0,0,1,1,17,17
121619025,1,MANHATTAN,"$90,000.00","$1,140.50",0,0,0,0,46,46,445,445
420828368,1,QUEENS,$0.00,$200.00,0,0,0,0,0,0,0,0
440086666,1,QUEENS,"$15,000.00",$368.00,0,0,0,0,1,1,18,18
121636186,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,47,47
121637737,1,MANHATTAN,"$40,500.00",$635.80,0,0,0,0,15,15,150,150
420839926,1,QUEENS,"$68,480.00",$924.20,0,0,0,0,1,1,13,13
220252447,2,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
320864374,1,BROOKLYN,"$161,000.00","$1,871.80",0,0,0,0,3,3,35,35
420852955,1,QUEENS,"$7,000.00",$285.60,0,0,0,0,5,5,79,79
320864542,1,BROOKLYN,"$149,200.00","$1,073.59",2412,3720,1307,0,3,3,27,27
420852287,1,QUEENS,"$25,000.00",$471.00,0,0,0,0,5,5,50,50
320710986,1,BROOKLYN,$200.00,$225.00,0,0,0,0,4,4,70,70
121637719,1,MANHATTAN,"$11,000.00",$326.80,0,0,0,0,16,16,165,165
320743816,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,3,3,25,25
120846344,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,20,20,250,250
121638282,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,13,13,150,150
320766408,1,BROOKLYN,"$127,000.00",$758.30,0,0,0,0,4,4,40,40
121625713,1,MANHATTAN,"$68,536.00",$924.20,0,0,0,0,19,19,200,200
320863598,1,BROOKLYN,"$23,000.00",$222.70,0,0,0,0,2,2,27,27
320730633,1,BROOKLYN,"$30,000.00",$492.50,0,0,0,0,6,6,63,63
121635043,1,MANHATTAN,"$97,000.00","$1,212.60",0,0,0,0,5,5,55,55
420831185,1,QUEENS,$0.00,$780.56,0,3838,0,0,0,2,0,21
220270365,1,BRONX,"$3,000.00",$170.00,1632,1632,0,0,3,3,30,30
121637862,1,MANHATTAN,"$5,500.00",$275.30,0,0,0,0,1,1,16,16
